Keyword1,Keyword2,Weight
Aerospace electronics,Atmospheric measurements,1
Aerospace electronics,Interviews,1
Aerospace electronics,Particle measurements,1
Aerospace electronics,Robustness,1
Aerospace electronics,Speech,1
Atmospheric measurements,Interviews,2
Atmospheric measurements,Robustness,1
Atmospheric measurements,Speech,2
Interviews,Particle measurements,2
Interviews,Robustness,1
Particle measurements,Robustness,1
Particle measurements,Speech,2
Atmospheric measurements,Indexes,2
Atmospheric measurements,Time series analysis,1
Games,Indexes,2
Indexes,Particle measurements,2
Indexes,Synchronization,1
Indexes,Time series analysis,1
Particle measurements,Time series analysis,1
Feature extraction,Films,2
Films,Image color analysis,1
Films,Motion pictures,1
Films,YouTube,1
Image color analysis,Motion pictures,1
Image color analysis,Videos,1
Image color analysis,YouTube,1
Media,YouTube,1
Brain models,Correlation,1
Brain models,Hidden Markov models,1
Brain models,Predictive models,1
Brain models,Speech,1
Brain models,Visualization,1
Correlation,Hidden Markov models,2
Analytical models,Appraisal,1
Analytical models,Communities,1
Appraisal,Communities,1
Appraisal,Mood,1
Appraisal,Sentiment analysis,1
Communities,Computational modeling,3
Communities,Emotion recognition,1
Communities,Mood,2
Communities,Sentiment analysis,1
Databases,Recurrent neural networks,1
Electroencephalography,Recurrent neural networks,1
Motion pictures,Recurrent neural networks,1
Motion pictures,Tagging,2
Recurrent neural networks,Tagging,1
Audio-visual systems,Classification,1
Audio-visual systems,Feature extraction,1
Audio-visual systems,Speech processing,1
Audio-visual systems,Trajectory,1
Classification,Feature extraction,1
Classification,Speech processing,1
Classification,Trajectory,1
Speech processing,Trajectory,1
Emotion recognition,Perception,1
Emotion recognition,Social factors,3
Image color analysis,Noise measurement,1
Image color analysis,Perception,1
Image color analysis,Social factors,1
Image color analysis,Synchronization,1
Noise measurement,Perception,1
Noise measurement,Social factors,1
Noise measurement,Synchronization,1
Perception,Social factors,1
Perception,Synchronization,1
Social factors,Synchronization,1
Bayes methods,Behavioral science,1
Bayes methods,Crowdsourcing,1
Bayes methods,Probability distribution,1
Bayes methods,Sentiment analysis,1
Behavioral science,Computational modeling,2
Behavioral science,Crowdsourcing,1
Behavioral science,Probabilistic logic,1
Behavioral science,Probability distribution,1
Behavioral science,Sentiment analysis,2
Crowdsourcing,Emotion recognition,2
Crowdsourcing,Probability distribution,1
Probabilistic logic,Sentiment analysis,1
Probability distribution,Sentiment analysis,1
Behavioral science,Brain models,1
Behavioral science,Electroencephalography,1
Behavioral science,Motion pictures,1
Behavioral science,Multimedia communication,1
Behavioral science,Streaming media,1
Brain models,Feature extraction,1
Brain models,Motion pictures,1
Brain models,Sentiment analysis,1
Brain models,Streaming media,1
Emotion recognition,Multimedia communication,2
Motion pictures,Multimedia communication,3
Multimedia communication,Sentiment analysis,1
Sentiment analysis,Streaming media,1
Acoustics,Heart rate measurement,1
Acoustics,Heart rate variability,1
Acoustics,Standards,1
Emotion recognition,Heart rate measurement,1
Emotion recognition,Statistical analysis,1
Feature extraction,Heart rate measurement,1
Heart rate measurement,Heart rate variability,1
Heart rate measurement,Standards,1
Heart rate measurement,Statistical analysis,1
Heart rate variability,Standards,1
Heart rate variability,Statistical analysis,1
Standards,Statistical analysis,1
Content analysis,Mel frequency cepstral coefficient,1
Content analysis,Speech processing,1
Content analysis,Video retrieval,1
Feature extraction,Video retrieval,1
Image color analysis,Mel frequency cepstral coefficient,1
Image color analysis,Speech processing,1
Image color analysis,Video retrieval,1
Mel frequency cepstral coefficient,Video retrieval,1
Speech processing,Video retrieval,1
Emotion recognition,Facial muscles,2
Emotion recognition,Social intelligence,1
Facial features,Facial muscles,1
Facial features,Social factors,2
Facial features,Social intelligence,1
Facial muscles,Social factors,1
Facial muscles,Social intelligence,1
Facial muscles,Three-dimensional displays,1
Social factors,Social intelligence,1
Social factors,Three-dimensional displays,1
Social intelligence,Three-dimensional displays,1
Angular velocity,Displacement measurement,1
Angular velocity,Emotion recognition,1
Angular velocity,Facial features,1
Angular velocity,Human factors,1
Angular velocity,Infants,1
Angular velocity,Social factors,1
Displacement measurement,Emotion recognition,1
Displacement measurement,Facial features,1
Displacement measurement,Human factors,1
Displacement measurement,Infants,1
Displacement measurement,Social factors,1
Emotion recognition,Infants,1
Facial features,Human factors,1
Facial features,Infants,1
Human factors,Infants,1
Human factors,Social factors,1
Infants,Social factors,1
Advertising,Data collection,2
Advertising,Face,1
Advertising,Internet,3
Advertising,Media,2
Advertising,Webcams,1
Data collection,Encoding,1
Data collection,Face,1
Data collection,Internet,2
Data collection,Media,1
Data collection,Webcams,1
Encoding,Internet,1
Face,Internet,1
Internet,Webcams,1
Multimedia communication,Research and development,1
Multimedia communication,Special issues and sections,1
Research and development,Special issues and sections,1
Feature extraction,Timbre,1
Frequency modulation,Mel frequency cepstral coefficient,1
Frequency modulation,Mood,1
Frequency modulation,Timbre,1
Mel frequency cepstral coefficient,Mood,1
Mel frequency cepstral coefficient,Timbre,1
Mood,Timbre,1
Databases,Educational institutions,1
Educational institutions,Electrocardiography,1
Educational institutions,Electroencephalography,2
Educational institutions,Emotion recognition,1
Educational institutions,Motion pictures,1
Educational institutions,Physiology,3
Electrocardiography,Motion pictures,1
Computational modeling,Linear programming,1
Correlation,Linear programming,1
Correlation,Rhythm,1
Linear programming,Multiple signal classification,1
Linear programming,Rhythm,1
Multiple signal classification,Psychology,1
Multiple signal classification,Rhythm,1
Analytical models,Gaussian distribution,1
Analytical models,Sea measurements,1
Analytical models,Trajectory,1
Computational modeling,Gaussian distribution,1
Computational modeling,Sea measurements,1
Gaussian distribution,Sea measurements,1
Gaussian distribution,Trajectory,1
Gaussian distribution,Visualization,1
Sea measurements,Trajectory,1
Sea measurements,Visualization,1
Trajectory,Visualization,2
Computational modeling,Linear discriminant analysis,1
Context,Data models,1
Context,Linear discriminant analysis,1
Context,Testing,1
Data models,Linear discriminant analysis,1
Emotion recognition,Linear discriminant analysis,1
Linear discriminant analysis,Semantics,1
Linear discriminant analysis,Testing,1
Correlation,Ontologies,1
Correlation,Picture archiving and communication systems,1
Correlation,Robots,2
Feature extraction,Picture archiving and communication systems,1
Media,Ontologies,1
Media,Picture archiving and communication systems,1
Media,Robots,1
Ontologies,Picture archiving and communication systems,1
Ontologies,Robots,1
Picture archiving and communication systems,Robots,1
Picture archiving and communication systems,Visualization,1
Autism,Blogs,1
Autism,Communities,1
Autism,Educational institutions,1
Blogs,Communities,2
Blogs,Educational institutions,1
Blogs,Sociology,1
Blogs,Variable speed drives,1
Communities,Educational institutions,3
Communities,Feature extraction,2
Communities,Sociology,1
Communities,Variable speed drives,1
Educational institutions,Feature extraction,2
Educational institutions,Sociology,1
Educational institutions,Variable speed drives,1
Feature extraction,Variable speed drives,1
Sociology,Variable speed drives,1
Acoustics,Context,3
Acoustics,History,1
Acoustics,Proposals,1
Acoustics,Time factors,1
Context,History,1
Context,Proposals,1
Context,Time factors,1
History,Proposals,1
History,Speech,1
History,Time factors,1
Proposals,Speech,1
Proposals,Time factors,1
Proposals,Visualization,1
Speech,Time factors,1
Time factors,Visualization,1
Atmospheric measurements,Cost accounting,1
Atmospheric measurements,Educational institutions,1
Computational modeling,Cost accounting,1
Computational modeling,Educational institutions,2
Cost accounting,Educational institutions,1
Cost accounting,Games,1
Cost accounting,Indexes,1
Cost accounting,Particle measurements,1
Educational institutions,Games,3
Educational institutions,Indexes,1
Educational institutions,Particle measurements,1
Affective computing,Virtual environments,1
Computational modeling,Meetings,1
Computational modeling,Virtual environments,1
Meetings,Virtual environments,1
Special issues and sections,Virtual environments,1
Acoustics,Gold,1
Acoustics,Mutual information,2
Databases,Delays,1
Delays,Gold,1
Delays,Mutual information,1
Gold,Mutual information,1
Analytical models,Heuristic algorithms,1
Analytical models,Kalman filters,1
Analytical models,Multiple signal classification,1
Analytical models,Music,1
Analytical models,Smoothing methods,1
Heuristic algorithms,Kalman filters,1
Heuristic algorithms,Multiple signal classification,1
Heuristic algorithms,Music,1
Heuristic algorithms,Smoothing methods,1
Heuristic algorithms,Time series analysis,1
Kalman filters,Multiple signal classification,1
Kalman filters,Music,1
Kalman filters,Smoothing methods,1
Kalman filters,Time series analysis,1
Multiple signal classification,Smoothing methods,1
Multiple signal classification,Time series analysis,1
Music,Smoothing methods,1
Music,Time series analysis,1
Smoothing methods,Time series analysis,1
Atmospheric measurements,Avatars,1
Atmospheric measurements,Computers,2
Atmospheric measurements,Decision making,2
Atmospheric measurements,Standards,1
Avatars,Computers,3
Avatars,Decision making,1
Avatars,Games,2
Avatars,Particle measurements,1
Avatars,Standards,1
Computers,Decision making,2
Computers,Games,3
Computers,Particle measurements,1
Computers,Standards,1
Decision making,Particle measurements,1
Decision making,Standards,1
Games,Standards,1
Particle measurements,Standards,1
Context,Microphones,1
Context,Snow,1
Context,Solids,1
Legged locomotion,Microphones,1
Legged locomotion,Snow,1
Legged locomotion,Solids,1
Microphones,Production,1
Microphones,Snow,1
Microphones,Solids,1
Production,Snow,1
Production,Solids,1
Snow,Solids,1
Acoustics,Avatars,1
Acoustics,Observers,1
Animation,Avatars,1
Animation,Face,1
Animation,Observers,1
Avatars,Observers,1
Games,Sensitivity,1
Games,Skin,1
Heart rate variability,Sensitivity,1
Sensitivity,Skin,1
Sensitivity,Stress,1
Correlation,Facial features,1
Correlation,Video recording,1
Face,Hidden Markov models,2
Face,Video recording,1
Face recognition,Video recording,1
Facial features,Video recording,1
Hidden Markov models,Video recording,1
Computational modeling,Licenses,1
Feature extraction,Licenses,1
Hidden Markov models,Licenses,1
Licenses,Motion pictures,1
Licenses,Protocols,1
Motion pictures,Protocols,1
Eyebrows,Face,1
Eyebrows,Face recognition,1
Eyebrows,Image edge detection,1
Eyebrows,Image resolution,1
Eyebrows,Nose,1
Face,Image edge detection,1
Face,Image resolution,1
Face,Nose,1
Face recognition,Nose,1
Feature extraction,Image resolution,1
Image edge detection,Image resolution,1
Image edge detection,Nose,1
Image resolution,Nose,1
Biological system modeling,Databases,1
Biological system modeling,Environmental factors,1
Biological system modeling,Numerical models,1
Databases,Environmental factors,1
Databases,Music,1
Databases,Numerical models,1
Emotion recognition,Environmental factors,1
Environmental factors,Music,1
Environmental factors,Numerical models,1
Music,Numerical models,1
Cameras,Computational modeling,1
Cameras,Context,1
Face,Mood,1
Databases,Harmonic analysis,1
Emotion recognition,Harmonic analysis,1
Feature extraction,Harmonic analysis,1
Harmonic analysis,Speech recognition,1
Data models,Music,1
Music,Probabilistic logic,1
Computer vision,Facial recognition,1
Computer vision,Image edge detection,1
Computer vision,Pattern recognition,1
Computer vision,Shape analysis,1
Facial recognition,Image edge detection,1
Facial recognition,Pattern recognition,1
Facial recognition,Shape analysis,1
Facial recognition,Support vector machines,2
Image edge detection,Pattern recognition,1
Image edge detection,Shape analysis,1
Image edge detection,Support vector machines,1
Pattern recognition,Shape analysis,1
Pattern recognition,Support vector machines,1
Shape analysis,Support vector machines,1
Bandwidth,Computational modeling,1
Bandwidth,Distributed processing,1
Bandwidth,Feature extraction,1
Bandwidth,Linguistics,1
Bandwidth,Speech coding,1
Bandwidth,Speech recognition,1
Computational modeling,Distributed processing,1
Computational modeling,Speech coding,2
Distributed processing,Feature extraction,1
Distributed processing,Linguistics,1
Distributed processing,Speech coding,1
Distributed processing,Speech recognition,1
Feature extraction,Speech coding,1
Linguistics,Speech coding,1
Speech coding,Speech recognition,1
Emotion recognition,Facial recognition,1
Facial recognition,Hidden Markov models,1
Facial recognition,Optical imaging,1
Facial recognition,Time-frequency analysis,1
Hidden Markov models,Optical imaging,1
